Version Number,Data Type,Code ,Description
,HCPCS,31580,Laryngoplasty of laryngeal web with keel insertion and removal
,HCPCS,31584,Laryngoplasty with open reduction and fixation of fracture
,HCPCS,31587,Cricoid split laryngoplasty
,HCPCS,31590,Laryngeal reinnervation using neuromuscular pedicle
,HCPCS,31591,Unilateral medialization laryngoplasty
,HCPCS,31592,Cricotracheal resection
,HCPCS,31595,Unilateral therapeutic section of recurrent laryngeal nerve
,HCPCS,31599,Procedure on larynx
,HCPCS,31600,Tracheostomy
,HCPCS,31601,Tracheostomy
,HCPCS,31603,Transtracheal tracheostomy
,HCPCS,31605,Cricothyroid membrane tracheostomy
,HCPCS,31610,Tracheal fenestration using skin flap
,HCPCS,31611,Construction of tracheoesophageal fistula and insertion of alaryngeal speech prosthesis
,HCPCS,31612,Percutaneous tracheal puncture with transtracheal aspiration
,HCPCS,31613,Revision of tracheostoma
,HCPCS,31614,Revision of tracheostoma with flap rotation
,HCPCS,31615,Tracheobronchoscopy through established tracheostomy incision
,HCPCS,31622,Diagnostic flexible bronchoscopy
,HCPCS,31623,Flexible bronchoscopy with brushing
,HCPCS,31624,Flexible bronchoscopy with bronchial alveolar lavage
,HCPCS,31625,Flexible bronchoscopy with bronchial biopsy
,HCPCS,31626,Flexible bronchoscopy with placement of fiducial marker
,HCPCS,31627,"Rigid bronchoscopy with computer-assisted, image-guided navigation"
,HCPCS,31628,Flexible bronchoscopy with biopsy of lung
,HCPCS,31629,Flexible bronchoscopy with transbronchial needle aspiration biopsy of lobar bronchus
,HCPCS,31630,Flexible bronchoscopy with bronchial dilation
,HCPCS,31631,Flexible bronchoscopy with placement of tracheal stent
,HCPCS,31632,"Flexible bronchoscopy with transbronchial lung biopsy using fluoroscopic guidance, each additional lobe"
,HCPCS,31633,Flexible bronchoscopy with transbronchial needle aspiration biopsy of lung
,HCPCS,31634,Flexible bronchoscopy with balloon occlusion and assessment of air leak
,HCPCS,31635,Flexible bronchoscopy with removal of foreign body
,HCPCS,31636,Flexible bronchoscopy with placement of bronchial stent
,HCPCS,31637,Flexible bronchoscopy with placement of bronchial stent
,HCPCS,31638,Flexible bronchoscopy with revision of bronchial stent
,HCPCS,31640,Flexible bronchoscopy with excision of tumor
,HCPCS,31641,Flexible bronchoscopy with destruction of tumor
,HCPCS,31643,Flexible bronchoscopy with placement of catheter for intracavitary radioelement application
,HCPCS,31645,Initial flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree
,HCPCS,31646,Subsequent flexible bronchoscopy with therapeutic aspiration of tracheobronchial tree
,HCPCS,31647,Flexible bronchoscopy with balloon occlusion and insertion of bronchial valve
,HCPCS,31648,Flexible bronchoscopy with removal of bronchial valve
,HCPCS,31649,Flexible bronchoscopy with removal of bronchial valve
,HCPCS,31651,Flexible bronchoscopy with balloon occlusion and insertion of bronchial valve
,HCPCS,31652,Flexible bronchoscopy using fluoroscopic guidance with endobronchial ultrasound guided tracheal and transbronchial sampling of hilar lymph nodes
,HCPCS,31653,Flexible bronchoscopy using fluoroscopic guidance with endobronchial ultrasound guided tracheal and transbronchial sampling of hilar lymph nodes
,HCPCS,31654,Endobronchial ultrasound during diagnostic bronchoscopic procedure
,HCPCS,31660,Flexible bronchoscopy with bronchial thermoplasty under fluoroscopic guidance
,HCPCS,31661,Flexible bronchoscopy with bronchial thermoplasty under fluoroscopic guidance
,HCPCS,31717,Catheterization with bronchial brush biopsy
,HCPCS,31720,Nasotracheal catheter aspiration
,HCPCS,31725,Tracheobronchial catheter aspiration using fiberscope
,HCPCS,31730,Percutaneous introduction of indwelling tube into trachea for oxygen therapy
,HCPCS,31750,Cervical tracheoplasty
,HCPCS,31755,Tracheoplasty with tracheopharyngeal fistulization
,HCPCS,31760,Intrathoracic tracheoplasty
,HCPCS,31766,Carinal reconstruction
,HCPCS,31770,Bronchoplasty with graft repair
,HCPCS,31775,Bronchoplasty with excision of stenosis and anastomosis
,HCPCS,31780,Excision of cervical tracheal stenosis and anastomosis
,HCPCS,31781,Excision of cervicothoracic tracheal stenosis and anastomosis
,HCPCS,31785,Excision of cervical tracheal carcinoma
,HCPCS,31786,Excision of thoracic tracheal carcinoma
,HCPCS,31800,Suture of cervical tracheal injury
,HCPCS,31805,Suture of intrathoracic tracheal injury
,HCPCS,31820,Surgical closure of tracheal fistula
,HCPCS,31825,Surgical closure of tracheal fistula with plastic repair
,HCPCS,31830,Revision of tracheostomy scar
,HCPCS,31899,Procedure on bronchus
,HCPCS,32035,Thoracostomy with rib resection
,HCPCS,32036,Thoracostomy with open flap drainage
,HCPCS,32096,Unilateral thoracotomy with biopsy of lung infiltrate
,HCPCS,32097,Unilateral thoracotomy with biopsy of lung nodule
,HCPCS,32098,Thoracotomy with biopsy of pleura
,HCPCS,32100,Thoracotomy with exploration
,HCPCS,32110,Thoracotomy with control of traumatic hemorrhage
,HCPCS,32120,Thoracotomy
,HCPCS,32124,Thoracotomy with open intrapleural pneumonolysis
,HCPCS,32140,Thoracotomy with cyst removal
,HCPCS,32141,Thoracotomy with resection-plication of bulla
,HCPCS,32150,Thoracotomy with removal of intrapleural fibrin deposit
,HCPCS,32151,Thoracotomy with removal of intrapulmonary foreign body
,HCPCS,32160,Thoracotomy with cardiac massage
,HCPCS,32200,Pneumonostomy with open drainage of abscess
,HCPCS,32215,Pleural scarification
,HCPCS,32220,Complete pulmonary decortication
,HCPCS,32225,Partial pulmonary decortication
,HCPCS,32310,Parietal pleurectomy
,HCPCS,32320,Decortication and parietal pleurectomy
,HCPCS,32400,Percutaneous needle biopsy of pleura
,HCPCS,32405,Percutaneous needle biopsy of lung
,HCPCS,32440,Pneumonectomy
,HCPCS,32442,Pneumonectomy with resection of segment of trachea and bronchotracheal anastomosis
,HCPCS,32445,Extrapleural pneumonectomy
,HCPCS,32480,Lobectomy of lung
,HCPCS,32482,Bilobectomy of lung
,HCPCS,32484,Segmentectomy of lung
,HCPCS,32486,Removal of lung with circumferential resection of segment of bronchus and broncho-bronchial anastomosis
,HCPCS,32488,Removal of remaining lung after partial removal of lung
,HCPCS,32491,Resection-plication of emphysematous lung by sternal split approach
,HCPCS,32501,Resection and repair of bronchus
,HCPCS,32503,Resection of apical lung tumor
,HCPCS,32504,Resection of apical lung tumor and chest wall with chest wall reconstruction
,HCPCS,32505,Thoracotomy with therapeutic wedge resection
,HCPCS,32506,Thoracotomy with therapeutic wedge resection
,HCPCS,32507,Thoracotomy with diagnostic wedge resection and anatomic lung resection
,HCPCS,32540,Extrapleural enucleation of empyema
,HCPCS,32550,Insertion of indwelling tunneled pleural catheter with cuff
,HCPCS,32551,Tube thoracostomy
,HCPCS,32552,Removal of indwelling tunneled pleural catheter with cuff
,HCPCS,32553,Percutaneous placement of intrathoracic interstitial device for radiation therapy guidance
,HCPCS,32554,Thoracentesis using catheter with aspiration of pleural space
,HCPCS,32555,Thoracentesis using catheter with aspiration of pleural space under imaging guidance
,HCPCS,32556,Percutaneous pleural drainage with insertion of indwelling catheter
,HCPCS,32557,Percutaneous pleural drainage with insertion of indwelling catheter under imaging guidance
,HCPCS,32560,Instillation of pleurodesis agent using catheter
,HCPCS,32561,Instillation of fibrinolytic agent using catheter
,HCPCS,32562,Instillation of fibrinolytic agent using catheter
,HCPCS,32601,Diagnostic thoracoscopy of lung
,HCPCS,32604,Diagnostic thoracoscopy of pericardial sac with biopsy
,HCPCS,32606,Diagnostic thoracoscopy of mediastinal space with biopsy
,HCPCS,32607,Unilateral thoracoscopy with biopsy of lung infiltrate
,HCPCS,32608,Unilateral thoracoscopy with biopsy of lung mass
,HCPCS,32609,Thoracoscopy with biopsy of pleura
,HCPCS,32650,Surgical thoracoscopy with pleurodesis
,HCPCS,32651,Surgical thoracoscopy with partial pulmonary decortication
,HCPCS,32652,Surgical thoracoscopy with complete pulmonary decortication
,HCPCS,32653,Surgical thoracoscopy with removal of intrapleural fibrin deposit
,HCPCS,32654,Surgical thoracoscopy with control of traumatic hemorrhage
,HCPCS,32655,Surgical thoracoscopy with resection-plication of bulla
,HCPCS,32656,Surgical thoracoscopy with parietal pleurectomy
,HCPCS,32658,Surgical thoracoscopy with removal of clot from pericardial sac
,HCPCS,32659,Surgical thoracoscopy with creation of pericardial window for drainage
,HCPCS,32661,Surgical thoracoscopy with excision of pericardial cyst
,HCPCS,32662,Surgical thoracoscopy with excision of mediastinal cyst
,HCPCS,32663,Surgical thoracoscopy with lung lobectomy
,HCPCS,32664,Surgical thoracoscopy with thoracic sympathectomy
,HCPCS,32665,Surgical thoracoscopy with esophagomyotomy
,HCPCS,32666,Surgical thoracoscopy with therapeutic wedge resection
,HCPCS,32667,Unilateral surgical thoracoscopy with therapeutic wedge resection
,HCPCS,32668,Surgical thoracoscopy with diagnostic wedge resection and anatomic lung resection
,HCPCS,32669,Surgical thoracoscopy with segmentectomy of lung
,HCPCS,32670,Surgical thoracoscopy with bilobectomy of lung
,HCPCS,32671,Surgical thoracoscopy with pneumonectomy
,HCPCS,32672,Surgical thoracoscopy with unilateral resection-plication of lung
,HCPCS,32673,Surgical thoracoscopy with bilateral resection of thymus
,HCPCS,32674,Surgical thoracoscopy with mediastinal and regional lymphadenectomy
,HCPCS,32701,Thoracic target delineation for stereotactic body radiation therapy
,HCPCS,32800,Repair of lung hernia through chest wall
,HCPCS,32810,Closure of chest wall following open flap drainage
,HCPCS,32815,Open closure of bronchial fistula
,HCPCS,32820,Reconstruction of chest wall
,HCPCS,32850,Pneumonectomy from cadaver donor
,HCPCS,32851,Unilateral lung transplant
,HCPCS,32852,Unilateral lung transplant with cardiopulmonary bypass
,HCPCS,32853,Bilateral en bloc lung transplant
,HCPCS,32854,Bilateral en bloc lung with cardiopulmonary bypass
,HCPCS,32855,Backbench standard preparation of unilateral cadaver donor lung allograft for transplantation with dissection of allograft from surrounding soft tissues
,HCPCS,32856,Backbench standard preparation of bilateral cadaver donor lung allograft for transplantation with dissection of allograft from surrounding soft tissues
,HCPCS,32900,Extrapleural resection of rib
,HCPCS,32905,Extrapleural thoracoplasty
,HCPCS,32906,Extrapleural thoracoplasty with closure of bronchopleural fistula
,HCPCS,32940,Extraperiosteal pneumonolysis
,HCPCS,32960,Therapeutic intrapleural injection of air
,HCPCS,32994,Unilateral percutaneous cryoablation for eradication of pulmonary tumor
,HCPCS,32998,Unilateral percutaneous radiofrequency ablation therapy for eradication of pulmonary tumor
,HCPCS,32997,Unilateral complete lung lavage
,HCPCS,32999,Procedure on lung and pleura
,HCPCS,33010,Pericardiocentesis
,HCPCS,33011,Pericardiocentesis
,HCPCS,33015,Tube pericardiostomy
,HCPCS,33020,Pericardiotomy
,HCPCS,33025,Creation of pericardial window
,HCPCS,33030,Complete pericardiectomy
,HCPCS,33031,Complete pericardiectomy with cardiopulmonary bypass
,HCPCS,33050,Resection of pericardial cyst
,HCPCS,33120,Resection of intracardiac tumor with cardiopulmonary bypass
,HCPCS,33130,Resection of external cardiac tumor
,HCPCS,33140,Transmyocardial laser revascularization via thoracotomy
,HCPCS,33141,Transmyocardial laser revascularization via thoracotomy
,HCPCS,33202,Open insertion of epicardial electrode
,HCPCS,33203,Endoscopic insertion of epicardial electrode
,HCPCS,33206,Insertion of permanent atrial pacemaker with transvenous electrode
,HCPCS,33207,Insertion of permanent ventricular pacemaker with transvenous electrode
,HCPCS,33208,Insertion of permanent atrial and ventricular pacemaker with transvenous electrode
,HCPCS,33210,Insertion of temporary transvenous single chamber cardiac electrode
,HCPCS,33211,Insertion of temporary transvenous dual chamber pacing electrodes
,HCPCS,33212,Insertion of pacemaker pulse generator
,HCPCS,33213,Insertion of pacemaker pulse generator
,HCPCS,33221,Insertion of pacemaker pulse generator
,HCPCS,33214,Conversion of single chamber implanted pacemaker system to dual chamber system
,HCPCS,33215,Repositioning of transvenous pacemaker electrode
,HCPCS,33216,Insertion of transvenous electrode of permanent cardioverter-defibrillator
,HCPCS,33217,Insertion of transvenous electrode of permanent cardioverter-defibrillator
,HCPCS,33218,Repair of transvenous electrode of permanent pacemaker
,HCPCS,33220,Repair of transvenous electrode of permanent pacemaker
,HCPCS,33222,Relocation of skin pocket for pacemaker
,HCPCS,33223,Revision of skin pocket for cardioverter-defibrillator
,HCPCS,33224,Transvenous insertion of pacing electrode for left ventricular pacing
,HCPCS,33225,Transvenous insertion of pacing electrode for left ventricular pacing and insertion of pacemaker pulse generator
,HCPCS,33226,Repositioning of left ventricular electrode
,HCPCS,33227,Removal and replacement of permanent pacemaker pulse generator
,HCPCS,33228,Removal and replacement of permanent pacemaker pulse generator
,HCPCS,33229,Removal and replacement of permanent pacemaker pulse generator
,HCPCS,33230,Insertion of pacing cardioverter-defibrillator pulse generator
,HCPCS,33231,Insertion of pacing cardioverter-defibrillator pulse generator
,HCPCS,33240,Insertion of pacing cardioverter-defibrillator pulse generator
,HCPCS,33233,Removal of permanent pacemaker pulse generator
,HCPCS,33234,Removal of transvenous pacemaker electrode
,HCPCS,33235,Removal of transvenous pacemaker electrode
,HCPCS,33236,Removal of permanent epicardial pacemaker and electrodes via thoracotomy
,HCPCS,33237,Removal of permanent epicardial pacemaker and electrodes via thoracotomy
,HCPCS,33238,Removal of permanent transvenous electrode via thoracotomy
,HCPCS,33241,Removal of pacing cardioverter-defibrillator pulse generator
,HCPCS,33243,Removal of dual chamber pacing cardioverter-defibrillator electrode via thoracotomy
,HCPCS,33244,Transvenous removal of single chamber pacing cardioverter-defibrillator electrode
,HCPCS,33249,Insertion of dual chamber permanent pacing cardioverter-defibrillator system with transvenous lead
,HCPCS,33262,Removal and replacement of pacing cardioverter-defibrillator pulse generator
,HCPCS,33263,Removal and replacement of pacing cardioverter-defibrillator pulse generator
,HCPCS,33264,Removal and replacement of pacing cardioverter-defibrillator pulse generator
,HCPCS,33270,Insertion of permanent subcutaneous implantable defibrillator system with subcutaneous electrode
,HCPCS,33271,Insertion of subcutaneous implantable defibrillator electrode
,HCPCS,33272,Removal of subcutaneous implantable defibrillator electrode
,HCPCS,33273,Repositioning of subcutaneous implantable defibrillator electrode
,HCPCS,33250,Surgical ablation of supraventricular arrhythmogenic focus
,HCPCS,33251,Surgical ablation of supraventricular arrhythmogenic focus with cardiopulmonary bypass
,HCPCS,33254,Surgical tissue ablation and reconstruction of atrium
,HCPCS,33255,Surgical tissue ablation and reconstruction of atrium
,HCPCS,33256,Surgical tissue ablation and reconstruction of atrium with cardiopulmonary bypass
,HCPCS,33257,Surgical tissue ablation and reconstruction of atrium
,HCPCS,33258,Surgical tissue ablation and reconstruction of atrium
,HCPCS,33259,Surgical tissue ablation and reconstruction of atrium with cardiopulmonary bypass
,HCPCS,33261,Surgical tissue ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass
,HCPCS,33265,Surgical endoscopy with surgical tissue ablation and reconstruction of atrium
,HCPCS,33266,Surgical endoscopy with surgical tissue ablation and reconstruction of atrium
,HCPCS,33282,Implantation of patient-activated cardiac event recorder
